City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,paita,-5.0892,-81.1144,20.88,80,4,7.54,PE,1693004387
279,rondonopolis,-16.4708,-54.6356,33.92,21,61,1.52,BR,1693004387
280,tindouf,27.6711,-8.1474,38.25,10,75,7.2,DZ,1693004387
281,zeya,53.75,127.2667,13.92,65,100,2.47,RU,1693004388
282,la passe,45.5549,-0.8967,17.77,74,1,3.37,FR,1693004388
283,periyanegamam,10.7333,77.1,24.28,91,79,5.6,IN,1693004388
284,kachug,53.9606,105.8817,12.38,81,55,1.07,RU,1693004388
285,lodja,-3.4833,23.4333,20.82,95,100,1.11,CD,1693004388
286,san luis,-33.295,-66.3356,7.66,74,18,5.04,AR,1693004388
287,kandyagash,49.4744,57.4233,15.87,53,99,3.47,KZ,1693004389
288,giyani,-23.3025,30.7187,21.06,40,21,1.02,ZA,1693004389
289,maluso,6.543,121.8753,24.05,78,87,1.54,PH,1693004389
290,mount isa,-20.7333,139.5,17.87,25,0,4.63,AU,1693004389
291,bolotnoye,55.6717,84.3981,10.7,96,96,3.8,RU,1693004389
292,constantia,44.1833,28.65,22.61,80,1,3.32,RO,1693004390
293,codrington,-38.2667,141.9667,10.01,71,90,3.2,AU,1693004390
294,bardai,11.65,7.2333,22.31,83,99,3.36,NG,1693004390
295,lamar,33.6668,-95.5836,40.99,30,58,3.26,US,1693004390
296,raja,8.4596,25.678,20.83,97,100,1.53,SS,1693004391
297,daru,-9.0763,143.2092,24.93,81,78,7.48,PG,1693004391
298,alaghsas,17.0187,8.0168,32.04,38,46,4.35,NE,1693004391
299,orsa,54.5153,30.4053,15.76,72,99,2.5,BY,1693004391
300,iskateley,67.6803,53.1512,5.75,82,100,5.81,RU,1693004391
301,aginskoye,51.1,114.53,14.57,53,6,0.66,RU,1693004391
302,turaif,31.6725,38.6637,27.14,36,0,4.12,SA,1693004392
303,linxia chengguanzhen,35.6003,103.2064,12.85,82,100,0.89,CN,1693004384
304,eyl,7.9803,49.8164,25.3,81,12,10.52,SO,1693004392
305,olyokminsk,60.3736,120.4264,14.03,57,12,0.82,RU,1693004392
306,la'ie,21.6477,-157.9253,29.14,67,9,2.68,US,1693004392
307,soe,-9.8607,124.284,18.82,67,30,1.85,ID,1693004392
308,noumea,-22.2763,166.4572,22.22,99,5,5.43,NC,1693004371
309,sarikamis,40.3381,42.5731,9.39,92,7,2.51,TR,1693004393
310,fort bragg,35.139,-79.006,33.84,60,36,1.34,US,1693004393
311,haiku-pauwela,20.9219,-156.3051,27.25,69,8,7.51,US,1693004393
312,mahebourg,-20.4081,57.7,23.47,78,40,5.66,MU,1693004393
313,pisco,-13.7,-76.2167,21.03,68,0,5.66,PE,1693004394
314,fort st. john,56.2499,-120.8529,25.94,34,0,4.63,CA,1693004394
315,wajir,1.7471,40.0573,24.99,59,26,8.32,KE,1693004394
316,taulaga,-11.0553,-171.0883,27.96,79,96,6.07,AS,1693004394
317,chavusy,53.8075,30.9712,14.96,81,99,2.95,BY,1693004395
318,el granada,37.5027,-122.4694,28.67,70,100,3.6,US,1693004395
319,havran,39.5583,27.0983,22.16,63,9,3.18,TR,1693004395
320,toliara,-23.35,43.6667,21.64,51,0,2.46,MG,1693004395
321,turtas,58.9417,69.1325,7.76,95,94,2.23,RU,1693004395
322,agadez,19.75,10.25,31.38,36,94,4.53,NE,1693004395
323,nevesinje,43.2586,18.1133,18.48,46,0,2.75,BA,1693004396
324,raduzhny,62.0961,77.475,9.65,78,95,2.69,RU,1693004396
325,hasaki,35.7333,140.8333,29.22,75,1,2.15,JP,1693004200
326,languyan,5.2618,120.0807,26.64,80,84,1.16,PH,1693004396
327,saudarkrokur,65.7461,-19.6394,16.07,56,100,6.9,IS,1693004396
328,parabel',58.6978,81.4825,7.04,93,14,3.29,RU,1693004396
329,dom pedro,-4.4833,-44.45,30.68,41,90,2.24,BR,1693004397
330,brisas de zicatela,15.8369,-97.0419,28.2,79,100,3.95,MX,1693004397
331,segre,47.6833,-0.8667,15.08,92,1,3.33,FR,1693004397
332,ladybrand,-29.1945,27.4574,4.57,59,0,2.28,ZA,1693004397
333,riachao do jacuipe,-11.8069,-39.3856,24.68,60,2,4.08,BR,1693004397
334,madang,-5.2246,145.7966,27.05,82,100,1.38,PG,1693004398
335,lower hutt,-41.2167,174.9167,12.69,81,75,5.14,NZ,1693004398
336,busselton,-33.65,115.3333,11.87,84,25,1.05,AU,1693004353
337,extrema,-22.8547,-46.3183,16.3,91,70,2.33,BR,1693004399
338,yatagan,37.3403,28.1428,20.51,50,46,0.47,TR,1693004399
339,villa de cos,23.2833,-102.35,26.34,29,78,5.92,MX,1693004399
340,alofi,-19.0595,-169.9187,27.94,83,98,4.12,NU,1693004399
341,igarka,67.4667,86.5833,8.86,97,100,6.47,RU,1693004399
342,port mathurin,-19.6833,63.4167,22.53,70,77,11.67,MU,1693004400
343,timbuktu,16.7735,-3.0074,37.29,26,44,5.71,ML,1693004400
344,ridgecrest,35.6225,-117.6709,37.23,10,0,1.79,US,1693004401
345,saint-paul,-21.0096,55.2707,22.05,85,49,0.45,RE,1693004402
346,crane,31.3974,-102.3501,36.08,21,3,7.02,US,1693004403
347,aras-asan,8.8908,126.3033,26.35,84,100,2.36,PH,1693004404
348,fort mcmurray,56.7268,-111.381,23.73,40,0,5.14,CA,1693004405
349,ewo,-0.8725,14.8206,23.81,84,84,1.75,CG,1693004405
350,geraldton,-28.7667,114.6,8.23,93,2,4.12,AU,1693004109
351,xacmaz,41.4635,48.806,21.42,75,99,3.79,AZ,1693004406
352,nouadhibou,20.931,-17.0347,23.8,83,98,6.57,MR,1693004406
353,shakhtinsk,49.71,72.5872,12.61,56,30,1.64,KZ,1693004407
354,manggar,-2.8833,108.2667,26.25,84,97,4.33,ID,1693004407
355,'ayn al 'arab,36.8932,38.3651,27.14,34,0,7.41,SY,1693004408
356,tayshet,55.9342,98.0044,12.62,91,0,1.68,RU,1693004408
357,fereydun kenar,36.6864,52.5225,27.3,73,7,8.46,IR,1693004410
358,nizhneudinsk,54.9076,99.0276,13.24,89,3,1.36,RU,1693004410
359,embi,48.8264,58.1442,17.23,51,93,3.39,KZ,1693004411
360,sitka,57.0531,-135.33,19.33,69,64,2.79,US,1693004411
361,papao,-17.75,-149.55,29.82,83,36,7.77,PF,1693004412
362,malonne,50.4383,4.7967,15.04,85,57,3.02,BE,1693004412
363,coruripe,-10.1256,-36.1756,22.76,84,12,4.74,BR,1693004413
364,bodaybo,57.8506,114.1933,15.55,81,30,0.78,RU,1693004413
365,viamao,-30.0811,-51.0233,13.55,54,0,1.54,BR,1693004359
366,ola,59.5833,151.2833,11.19,89,100,5.27,RU,1693004414
367,magadan,59.5667,150.8,10.85,90,100,3.41,RU,1693004414
368,bistrita,47.1332,24.5001,19.38,58,74,1.76,RO,1693004415
369,brody,50.0879,25.1503,19.39,64,51,3.29,UA,1693004415
370,galveston,29.3669,-94.9669,37.27,61,0,1.34,US,1693004135
371,kimbe,-5.5502,150.1429,26.94,78,99,3.67,PG,1693004417
372,havelock,34.8791,-76.9013,28.33,75,55,1.79,US,1693004417
373,labrador city,52.9463,-66.9114,11.45,98,100,1.64,CA,1693004417
374,san jose de las matas,19.3391,-70.9382,26.94,88,55,1.57,DO,1693004418
375,simpang,-1.2667,104.0833,23.04,99,56,1.22,ID,1693004418
376,enewetak,11.3474,162.3373,28.1,79,93,6.3,MH,1693004418
377,i-n-salah,27.1935,2.4607,34.59,12,17,10.07,DZ,1693004418
378,gaiman,-43.2897,-65.4929,8.49,37,39,2.76,AR,1693004419
379,tubmanburg,6.8708,-10.8172,23.54,98,100,0.98,LR,1693004419
380,hadibu,12.65,54.0333,26.51,81,37,7.25,YE,1693004419
381,boa vista,2.8197,-60.6733,31.99,51,0,2.06,BR,1693004419
382,mili,6.0815,171.735,28.15,76,50,5.04,MH,1693004419
383,katima mulilo,-17.5,24.2667,20.04,24,2,2.53,NA,1693004419
384,bannu,32.9854,70.6027,29.0,49,9,1.42,PK,1693004420
385,timberlake,37.3207,-79.2575,30.48,69,61,1.59,US,1693004420
386,san antonio de pale,-1.4014,5.6325,23.45,91,81,3.8,GQ,1693004420
387,ust'-ilimsk,58.0006,102.6619,14.54,79,17,1.61,RU,1693004421
388,george town,5.4112,100.3354,26.12,93,20,1.03,MY,1693004258
389,tari,12.4086,4.4914,25.46,84,100,3.49,NG,1693004421
390,kapuskasing,49.4169,-82.4331,12.05,94,100,4.12,CA,1693004421
391,islamorada,24.9243,-80.6278,30.56,81,5,4.02,US,1693004422
392,tripoli,32.8752,13.1875,26.86,68,0,2.96,LY,1693004422
393,wenling,28.3669,121.36,26.2,89,52,1.94,CN,1693004422
394,nova sintra,14.8667,-24.7167,24.27,73,100,0.87,CV,1693004422
395,coyhaique,-45.5752,-72.0662,-0.12,97,71,2.25,CL,1693004422
396,magistral'nyy,56.1725,107.4458,14.01,86,16,0.54,RU,1693004422
397,kone,-21.0595,164.8658,23.41,53,8,3.41,NC,1693004423
398,danville,36.586,-79.395,31.36,65,90,1.79,US,1693004192
399,ayacucho,-13.1583,-74.2239,19.32,52,41,3.59,PE,1693004423
400,kapa'a,22.0752,-159.319,28.94,65,5,4.02,US,1693004423
401,tazovsky,67.4667,78.7,8.3,77,99,2.59,RU,1693004424
402,ormara,25.2088,64.6357,26.43,84,100,5.93,PK,1693004424
403,lepsy,46.235,78.9456,23.0,49,94,3.46,KZ,1693004424
404,altayskoye,51.9533,85.3325,15.99,98,100,2.98,RU,1693004424
405,nyurba,63.2842,118.3319,16.03,70,67,1.64,RU,1693004424
406,lazaro cardenas,17.9583,-102.2,28.51,76,82,2.53,MX,1693004424
407,rongelap,11.1635,166.8941,28.0,76,100,5.39,MH,1693004425
408,saint-pierre,-21.3393,55.4781,19.82,73,0,1.54,RE,1693004425
409,revda,56.801,59.9303,5.94,96,83,2.74,RU,1693004425
410,hassi messaoud,31.6804,6.0729,32.32,20,0,4.65,DZ,1693004425
411,frolovo,49.7713,43.6622,10.77,69,36,3.97,RU,1693004425
412,mutoko,-17.397,32.2268,15.48,46,0,1.5,ZW,1693004426
413,krasnyy chikoy,50.3643,108.7512,10.75,89,28,1.21,RU,1693004426
414,sakete,6.7362,2.6587,23.71,95,70,2.75,BJ,1693004426
415,pariaman,-0.619,100.12,24.48,89,57,1.36,ID,1693004426
416,dali,25.7,100.1833,17.67,96,96,2.0,CN,1693004427
417,princeville,45.7668,-61.2985,19.74,88,100,0.45,CA,1693004427
418,coahuayana de hidalgo,18.7,-103.6583,29.98,72,50,2.88,MX,1693004427
419,urambo,-5.0667,32.05,22.33,45,26,2.17,TZ,1693004427
420,pochinok,54.4068,32.4407,14.61,90,100,2.82,RU,1693004428
421,trincomalee,8.5711,81.2335,26.89,78,91,6.22,LK,1693004428
422,amursk,50.2261,136.8994,14.06,95,100,8.66,RU,1693004428
423,yarmouth,41.7057,-70.2286,21.03,95,100,6.69,US,1693004429
424,asilah,35.465,-6.0348,29.98,51,8,4.24,MA,1693004429
425,gorgan,36.8387,54.4348,25.62,82,6,2.34,IR,1693004429
426,tofol,5.3248,163.0078,30.88,74,75,4.63,FM,1693004429
427,mantua,45.1667,10.7833,27.42,81,0,0.89,IT,1693004429
428,shengli,37.4564,118.4856,23.93,74,99,1.32,CN,1693004150
429,waingapu,-9.6567,120.2641,23.47,80,53,3.39,ID,1693004429
430,asau,46.4333,26.4,19.6,58,6,2.29,RO,1693004430
431,grand baie,-20.0182,57.5802,23.58,69,12,2.24,MU,1693004430
432,coquimbo,-29.9533,-71.3436,14.35,75,13,3.61,CL,1693004430
433,as sulayyil,20.4607,45.5779,33.2,11,70,2.5,SA,1693004430
434,olonkinbyen,70.9221,-8.7187,6.55,91,0,7.86,SJ,1693004431
435,consolacion del sur,22.5047,-83.5136,24.44,95,100,2.93,CU,1693004431
436,n'dalatando,-9.2978,14.9116,19.29,83,24,2.36,AO,1693004431
437,rizokarpaso,35.6,34.375,27.18,77,4,3.74,CY,1693004432
438,rawson,-43.3002,-65.1023,8.8,41,33,3.68,AR,1693004432
439,san borja,-14.8167,-66.85,31.31,35,15,2.21,BO,1693004432
440,guiuan,11.0333,125.7247,28.81,77,100,5.44,PH,1693004432
441,arraial do cabo,-22.9661,-42.0278,21.22,92,73,3.46,BR,1693004433
442,sinabang,2.4803,96.3801,23.76,92,100,1.83,ID,1693004433
443,sao jose da coroa grande,-8.8978,-35.1478,24.09,76,97,3.86,BR,1693004433
444,gilgit,35.9221,74.3087,21.86,69,90,0.54,PK,1693004433
445,fisterra,42.9049,-9.2629,16.53,79,14,5.39,ES,1693004433
446,santyoku,37.4406,129.1708,24.74,77,1,1.42,KR,1693004434
447,non sang,16.8687,102.5664,24.35,95,100,1.26,TH,1693004434
448,port macquarie,-31.4333,152.9167,14.94,70,31,0.63,AU,1693004434
449,champerico,14.3,-91.9167,28.9,75,32,3.81,GT,1693004435
450,tobias barreto,-11.1839,-37.9983,20.1,93,0,4.29,BR,1693004435
451,tura,25.5198,90.2201,23.25,99,100,1.66,IN,1693004435
452,boden,65.8252,21.6886,10.0,95,46,1.02,SE,1693004435
453,kenai,60.5544,-151.2583,14.05,89,100,4.63,US,1693004436
454,itamaraca,-7.7478,-34.8256,23.76,80,10,3.24,BR,1693004436
455,acarau,-2.8856,-40.12,25.51,83,1,7.34,BR,1693004437
456,manicore,-5.8092,-61.3003,30.17,44,60,1.11,BR,1693004437
457,palikir - national government center,6.9248,158.1611,27.47,89,75,2.06,FM,1693004437
458,sona,45.4388,10.8255,27.75,72,0,1.03,IT,1693004438
459,tucuma,-0.1833,-50.05,26.73,75,3,4.85,BR,1693004438
460,berezovyy,51.6667,135.7,12.68,93,100,2.11,RU,1693004438
461,dakhla,23.6848,-15.958,22.36,83,90,5.81,EH,1693004438
462,sinop,41.7711,34.8709,17.83,54,0,2.54,TR,1693004439
463,salinas,36.6777,-121.6555,29.76,79,0,6.17,US,1693004439
464,formosa,-26.1775,-58.1781,18.87,41,77,2.24,AR,1693004439
465,north bend,43.4065,-124.2243,24.02,75,29,3.37,US,1693004440
466,morada nova,-5.1067,-38.3725,24.84,72,4,4.14,BR,1693004440
467,doaba,33.4244,70.7364,24.26,61,13,1.96,PK,1693004441
468,pechora,65.1472,57.2244,7.05,90,100,3.75,RU,1693004441
469,kalajoki,64.25,23.95,14.95,95,74,2.76,FI,1693004441
470,mirabela,-16.2628,-44.1644,24.29,48,84,1.13,BR,1693004441
471,lavelanet,42.9313,1.8466,19.77,87,87,0.86,FR,1693004441
472,jakobstad,63.6749,22.7026,14.96,91,42,1.34,FI,1693004442
473,kirensk,57.7853,108.1119,14.74,87,76,0.5,RU,1693004210
474,myeik,12.4333,98.6,25.9,86,100,1.94,MM,1693004442
475,berezovo,63.9381,65.0419,7.74,93,100,2.91,RU,1693004443
476,mahajanga,-15.7167,46.3167,23.32,58,22,3.91,MG,1693004443
477,kingscliff,-28.2667,153.5667,19.97,63,75,4.63,AU,1693004443
478,parnamirim,-5.9156,-35.2628,24.19,86,3,2.61,BR,1693004444
479,ad dabbah,18.05,30.95,38.9,10,93,8.26,SD,1693004444
480,broken hill,-31.95,141.4333,16.99,30,4,3.16,AU,1693004346
481,mancio lima,-7.6142,-72.8958,30.49,46,49,2.49,BR,1693004444
482,ballina,-28.8667,153.5667,14.88,71,41,3.97,AU,1693004204
483,wenchang,30.904,118.4887,25.53,88,100,3.12,CN,1693004266
484,birjand,32.8663,59.2211,19.92,31,0,4.07,IR,1693004445
485,san pedro,14.35,121.0167,28.53,89,100,0.89,PH,1693004445
486,ad-damazin,11.7891,34.3592,22.6,90,100,4.0,SD,1693004445
487,dryden,49.7833,-92.7503,17.16,82,75,5.66,CA,1693004445
488,belyy yar,53.6039,91.3903,18.94,72,0,4.0,RU,1693004446
489,rabo de peixe,37.8,-25.5833,21.73,83,75,3.09,PT,1693004446
490,macapa,0.0389,-51.0664,27.85,69,1,6.59,BR,1693004446
491,margate,51.3813,1.3862,15.39,80,46,1.79,GB,1693004446
492,antofagasta,-23.65,-70.4,15.62,85,29,3.22,CL,1693004446
493,barra da estiva,-13.6261,-41.3269,23.51,50,70,2.93,BR,1693004446
494,malchin,53.7333,12.7833,19.81,98,100,2.06,DE,1693004447
495,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.06,GF,1693004447
496,mikun',62.3547,50.0771,7.99,97,100,2.67,RU,1693004447
497,balkanabat,39.5108,54.3671,29.61,36,58,0.48,TM,1693004448
498,tumaco,1.7986,-78.8156,26.58,84,83,2.42,CO,1693004448
499,yeppoon,-23.1333,150.7333,19.88,75,25,6.62,AU,1693004448
500,san martin,-33.081,-68.4681,11.07,51,98,4.7,AR,1693004449
501,arkhangel'sk,64.5401,40.5433,9.12,81,100,2.12,RU,1693004163
502,matoury,4.8483,-52.3317,27.98,78,0,2.06,GF,1693004449
503,chibougamau,49.9168,-74.3659,15.11,92,100,1.4,CA,1693004449
504,tralee,52.2704,-9.7026,13.3,92,86,4.89,IE,1693004450
505,millville,39.4021,-75.0393,29.99,91,35,5.2,US,1693004450
506,haldibari,26.3333,88.7667,24.49,95,100,2.65,IN,1693004450
507,tozkhurmato,34.8905,44.6299,31.05,20,0,1.71,IQ,1693004450
508,bay roberts,47.5999,-53.2648,14.81,89,16,0.45,CA,1693004451
509,kedrovyy,56.1667,91.8167,13.26,90,100,1.72,RU,1693004451
510,al burayqah,30.4062,19.5739,26.51,78,3,6.95,LY,1693004451
511,balabac,7.9868,117.0645,27.84,78,100,2.51,PH,1693004451
512,kawm umbu,24.4767,32.9463,34.12,21,0,8.17,EG,1693004452
513,princeton,25.5384,-80.4089,31.11,74,0,5.14,US,1693004452
514,peniche,39.3558,-9.3811,20.72,83,98,7.26,PT,1693004452
515,eagle,43.6954,-116.354,33.07,35,0,2.57,US,1693004453
516,strezhevoy,60.7333,77.5889,7.04,91,15,2.89,RU,1693004453
517,bandarbeyla,9.4942,50.8122,25.42,82,50,12.67,SO,1693004453
518,obidos,-1.9175,-55.5181,28.86,49,17,0.45,BR,1693004454
519,kalianget,-7.05,113.9333,25.57,77,6,4.56,ID,1693004454
520,egersund,58.4513,5.9997,15.05,93,100,0.59,NO,1693004454
521,novyy urgal,51.0736,132.5642,15.3,92,91,1.31,RU,1693004454
522,coleraine,55.1333,-6.6667,13.12,90,98,8.11,GB,1693004455
523,bandrele,-12.9067,45.1914,24.86,78,0,4.12,YT,1693004455
524,calama,-22.4667,-68.9333,13.95,6,83,3.0,CL,1693004455
525,nuuk,64.1835,-51.7216,8.34,81,100,14.31,GL,1693004455
526,moree,-29.4667,149.85,16.91,52,81,3.99,AU,1693004251
527,lahij,13.1667,44.5833,32.29,38,72,3.18,YE,1693004451
528,farafangana,-22.8167,47.8333,20.47,83,27,2.64,MG,1693004456
529,rundu,-17.9333,19.7667,19.94,19,6,1.9,NA,1693004457
530,durgapur,23.4833,87.3167,26.09,86,100,3.65,IN,1693004457
531,walvis bay,-22.9575,14.5053,11.72,82,58,5.0,NA,1693004457
532,zinjibar,13.1287,45.3807,33.98,49,47,2.57,YE,1693004457
533,sao tome,0.3365,6.7273,25.21,88,85,3.31,ST,1693004457
534,port lavaca,28.615,-96.6261,37.39,60,0,7.2,US,1693004458
535,milford haven,51.7128,-5.0341,17.01,93,55,5.17,GB,1693004458
536,suva,-18.1416,178.4415,24.16,67,75,1.46,FJ,1693004458
537,vallenar,-28.5708,-70.7581,18.61,30,8,0.91,CL,1693004458
538,neelankarai,12.9455,80.2575,28.03,89,40,4.12,IN,1693004458
539,darhan,49.4867,105.9228,13.61,89,69,4.04,MN,1693004459
540,kalmunai,7.4167,81.8167,26.35,79,90,3.58,LK,1693004459
541,saint-louis,16.3333,-15.0,34.0,45,74,2.92,SN,1693004419
542,batang berjuntai,3.3833,101.4167,25.25,94,78,1.2,MY,1693004459
543,xining,36.6167,101.7667,12.28,77,100,0.29,CN,1693004460
544,dhidhdhoo,6.8833,73.1,27.75,72,82,1.45,MV,1693004460
545,masaya sur,16.497,121.7456,24.4,94,100,0.43,PH,1693004460
546,sao sebastiao do paraiso,-20.9169,-46.9914,23.51,38,59,1.85,BR,1693004461
547,andkhoy,36.9529,65.1238,24.93,30,0,2.15,AF,1693004461
548,mao,39.8885,4.2658,25.31,94,0,1.03,ES,1693004461
549,kirklareli,41.7351,27.2252,21.67,63,0,2.29,TR,1693004461
550,vodnyy,63.5046,53.4095,7.79,95,100,2.73,RU,1693004461
551,malango,-2.9627,119.9001,19.29,95,9,0.48,ID,1693004462
552,mersa matruh,31.3525,27.2453,26.78,72,0,3.26,EG,1693004462
553,kenora,49.8167,-94.4337,17.54,82,75,4.12,CA,1693004463
554,naberera,-4.2,36.9333,14.36,89,7,2.87,TZ,1693004463
555,laghouat,33.8,2.8651,29.43,19,16,1.54,DZ,1693004463
556,saint-joseph,-21.3667,55.6167,19.21,75,39,4.82,RE,1693004463
557,ressano garcia,-25.442,31.9913,25.95,31,82,5.94,MZ,1693004464
558,sur,22.5667,59.5289,30.96,57,100,5.02,OM,1693004464
